model,mode,category,n,semantic_ok,unsafe_state_change,unintended_drift,identity_error,authorized_write_precision,authorized_write_recall,mean_collateral_writes
NousResearch/Hermes-4-70B,line_patch,replace_item,90,42.22222222222222,0.0,0.0,0.0,42.22222222222222,42.22222222222222,0.0
NousResearch/Hermes-4-70B,line_patch,size_change_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,line_patch,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,line_patch,unavailable_add,90,88.88888888888889,11.11111111111111,10.0,10.0,88.88888888888889,88.88888888888889,0.1111111111111111
NousResearch/Hermes-4-70B,rewrite_with_ids,add_item,90,81.11111111111111,0.0,0.0,0.0,81.11111111111111,81.11111111111111,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,constraint_add_safe,90,5.555555555555555,0.0,0.0,0.0,73.33333333333333,73.33333333333333,0.26666666666666666
NousResearch/Hermes-4-70B,rewrite_with_ids,constraint_new_conflict,90,56.666666666666664,13.333333333333334,0.0,0.0,86.66666666666667,86.66666666666667,0.13333333333333333
NousResearch/Hermes-4-70B,rewrite_with_ids,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,modifier_reversal,90,88.88888888888889,0.0,0.0,0.0,94.44444444444444,100.0,0.1111111111111111
NousResearch/Hermes-4-70B,rewrite_with_ids,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,remove_scoped_duplicate,90,56.666666666666664,0.0,0.0,0.0,56.666666666666664,56.666666666666664,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,replace_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NousResearch/Hermes-4-70B,rewrite_with_ids,size_change_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
NousResearch/Hermes-4-70B,rewrite_with_ids,unavailable_add,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,add_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,constraint_add_safe,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,constraint_new_conflict,90,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,modifier_add_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,modifier_reversal,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,quantity_decrease,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,quantity_increase,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,remove_scoped_duplicate,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,replace_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,size_change_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,stale_reference,90,0.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,json_patch,unavailable_add,90,0.0,14.444444444444443,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,constraint_add_safe,90,73.33333333333333,0.0,3.3333333333333335,3.3333333333333335,73.33333333333333,73.33333333333333,0.3
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,constraint_new_conflict,90,61.111111111111114,5.555555555555555,1.1111111111111112,1.1111111111111112,70.55555555555556,71.11111111111111,0.022222222222222223
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,modifier_reversal,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate,90,90.0,0.0,0.0,0.0,90.0,90.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,replace_item,90,73.33333333333333,0.0,12.222222222222221,12.222222222222221,85.64814814814817,88.88888888888889,0.2222222222222222
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,size_change_scoped,90,43.333333333333336,0.0,0.0,0.0,43.333333333333336,43.333333333333336,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,unavailable_add,90,90.0,10.0,0.0,0.0,90.0,90.0,0.1
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,add_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,constraint_add_safe,90,73.33333333333333,0.0,0.0,0.0,73.33333333333333,73.33333333333333,0.26666666666666666
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,constraint_new_conflict,90,56.666666666666664,22.22222222222222,0.0,0.0,78.88888888888889,78.88888888888889,0.1
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,modifier_reversal,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,remove_scoped_duplicate,90,65.55555555555556,0.0,0.0,0.0,65.55555555555556,65.55555555555556,0.13333333333333333
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,replace_item,90,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,2.1555555555555554
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,size_change_scoped,90,75.55555555555556,0.0,0.0,0.0,75.55555555555556,75.55555555555556,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite_with_ids,unavailable_add,90,91.11111111111111,8.88888888888889,0.0,0.0,91.11111111111111,91.11111111111111,0.08888888888888889
Qwen/Qwen3-32B,json_patch,add_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,constraint_add_safe,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,constraint_new_conflict,90,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,modifier_add_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,modifier_reversal,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,quantity_decrease,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,quantity_increase,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,remove_scoped_duplicate,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,replace_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,size_change_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-32B,json_patch,stale_reference,90,0.0,3.3333333333333335,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,json_patch,unavailable_add,90,0.0,46.666666666666664,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,add_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,constraint_add_safe,90,50.0,0.0,0.0,0.0,67.77777777777779,67.77777777777779,0.16666666666666666
Qwen/Qwen3-32B,line_patch,constraint_new_conflict,90,41.11111111111111,24.444444444444443,1.1111111111111112,1.1111111111111112,77.77777777777779,77.77777777777779,0.044444444444444446
Qwen/Qwen3-32B,line_patch,modifier_add_scoped,90,96.66666666666667,0.0,3.3333333333333335,3.3333333333333335,98.33333333333333,100.0,0.03333333333333333
Qwen/Qwen3-32B,line_patch,modifier_reversal,90,76.66666666666667,0.0,0.0,0.0,86.66666666666667,100.0,0.3333333333333333
Qwen/Qwen3-32B,line_patch,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,remove_scoped_duplicate,90,98.88888888888889,0.0,1.1111111111111112,1.1111111111111112,99.44444444444444,100.0,0.011111111111111112
Qwen/Qwen3-32B,line_patch,replace_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,size_change_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,line_patch,stale_reference,90,93.33333333333333,6.666666666666667,6.666666666666667,6.666666666666667,93.33333333333333,93.33333333333333,0.06666666666666667
Qwen/Qwen3-32B,line_patch,unavailable_add,90,66.66666666666666,33.33333333333333,23.333333333333332,23.333333333333332,66.66666666666666,66.66666666666666,0.36666666666666664
Qwen/Qwen3-32B,rewrite_with_ids,add_item,90,83.33333333333334,16.666666666666664,16.666666666666664,0.0,91.66666666666666,100.0,0.16666666666666666
Qwen/Qwen3-32B,rewrite_with_ids,constraint_add_safe,90,55.55555555555556,0.0,2.2222222222222223,2.2222222222222223,91.11111111111111,92.22222222222223,0.1
Qwen/Qwen3-32B,rewrite_with_ids,constraint_new_conflict,90,53.333333333333336,13.333333333333334,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,rewrite_with_ids,modifier_add_scoped,90,91.11111111111111,8.88888888888889,8.88888888888889,0.0,95.55555555555556,100.0,0.08888888888888889
Qwen/Qwen3-32B,rewrite_with_ids,modifier_reversal,90,52.22222222222223,2.2222222222222223,2.2222222222222223,0.0,75.74074074074075,100.0,0.5
Qwen/Qwen3-32B,rewrite_with_ids,quantity_decrease,90,96.66666666666667,0.0,3.3333333333333335,3.3333333333333335,98.33333333333333,100.0,0.03333333333333333
Qwen/Qwen3-32B,rewrite_with_ids,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
Qwen/Qwen3-32B,rewrite_with_ids,remove_scoped_duplicate,90,67.77777777777779,0.0,13.333333333333334,13.333333333333334,69.44444444444444,71.11111111111111,0.26666666666666666
Qwen/Qwen3-32B,rewrite_with_ids,replace_item,90,0.0,22.22222222222222,22.22222222222222,0.0,0.0,0.0,2.6
Qwen/Qwen3-32B,rewrite_with_ids,size_change_scoped,90,83.33333333333334,13.333333333333334,13.333333333333334,11.11111111111111,84.44444444444444,85.55555555555556,0.24444444444444444
Qwen/Qwen3-32B,rewrite_with_ids,stale_reference,90,73.33333333333333,26.666666666666668,12.222222222222221,12.222222222222221,87.77777777777777,87.77777777777777,0.14444444444444443
Qwen/Qwen3-32B,rewrite_with_ids,unavailable_add,90,28.888888888888886,71.11111111111111,54.44444444444444,54.44444444444444,28.888888888888886,28.888888888888886,0.7888888888888889
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,constraint_add_safe,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,constraint_new_conflict,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,modifier_add_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,modifier_reversal,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,quantity_decrease,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,quantity_increase,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,remove_scoped_duplicate,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,replace_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,size_change_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,stale_reference,90,0.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,json_patch,unavailable_add,90,0.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item,90,95.55555555555556,0.0,0.0,0.0,95.55555555555556,95.55555555555556,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,constraint_add_safe,90,15.555555555555555,0.0,0.0,0.0,76.66666666666667,76.66666666666667,0.23333333333333334
nvidia/Cosmos3-Super-Reasoner,line_patch,constraint_new_conflict,90,66.66666666666666,3.3333333333333335,0.0,0.0,96.66666666666667,96.66666666666667,0.03333333333333333
nvidia/Cosmos3-Super-Reasoner,line_patch,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,modifier_reversal,90,93.33333333333333,0.0,0.0,0.0,96.66666666666667,100.0,0.06666666666666667
nvidia/Cosmos3-Super-Reasoner,line_patch,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,quantity_increase,90,96.66666666666667,0.0,0.0,0.0,96.66666666666667,96.66666666666667,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,remove_scoped_duplicate,90,91.11111111111111,0.0,0.0,0.0,91.11111111111111,91.11111111111111,0.03333333333333333
nvidia/Cosmos3-Super-Reasoner,line_patch,replace_item,90,40.0,0.0,2.2222222222222223,0.0,51.11111111111111,46.111111111111114,0.022222222222222223
nvidia/Cosmos3-Super-Reasoner,line_patch,size_change_scoped,90,87.77777777777777,0.0,0.0,0.0,87.77777777777777,87.77777777777777,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,line_patch,unavailable_add,90,96.66666666666667,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item,90,96.66666666666667,0.0,0.0,0.0,96.66666666666667,96.66666666666667,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,constraint_add_safe,90,23.333333333333332,0.0,0.0,0.0,70.0,70.0,0.24444444444444444
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,constraint_new_conflict,90,61.111111111111114,14.444444444444443,14.444444444444443,14.444444444444443,68.33333333333333,75.55555555555556,0.14444444444444443
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,modifier_reversal,90,70.0,0.0,0.0,0.0,85.0,100.0,0.3
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,quantity_increase,90,96.66666666666667,0.0,0.0,0.0,96.66666666666667,96.66666666666667,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,remove_scoped_duplicate,90,53.333333333333336,0.0,0.0,0.0,53.333333333333336,53.333333333333336,0.26666666666666666
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,replace_item,90,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,1.4222222222222223
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,size_change_scoped,90,40.0,0.0,0.0,0.0,40.0,40.0,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,stale_reference,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,unavailable_add,90,90.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,json_patch,add_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,constraint_add_safe,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,constraint_new_conflict,90,0.0,10.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,modifier_add_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,modifier_reversal,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,quantity_decrease,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,quantity_increase,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,remove_scoped_duplicate,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,replace_item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,size_change_scoped,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openai/gpt-oss-120b,json_patch,stale_reference,90,0.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,json_patch,unavailable_add,90,0.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,add_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,constraint_add_safe,90,61.111111111111114,0.0,0.0,0.0,68.53932584269663,68.53932584269663,0.15730337078651685
openai/gpt-oss-120b,line_patch,constraint_new_conflict,90,42.22222222222222,18.88888888888889,18.88888888888889,18.88888888888889,44.25925925925925,47.77777777777778,0.36666666666666664
openai/gpt-oss-120b,line_patch,modifier_add_scoped,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,modifier_reversal,90,98.88888888888889,0.0,0.0,0.0,99.44444444444444,100.0,0.011111111111111112
openai/gpt-oss-120b,line_patch,quantity_decrease,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,quantity_increase,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,remove_scoped_duplicate,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
openai/gpt-oss-120b,line_patch,replace_item,90,100.0,0.0,0.0,0.0,100.0,100.0,0.0
